E_coli,Total_Coliforms,Enterococci,Turbidity,Residual_Chlorine,Nitrate,Disease_Risk
132,1051,12,8.13,0.33,1.16,Diarrhea
840,9683,4,26.06,0.08,19.95,Cholera
439,376,13,18.46,0.3,1.4,Diarrhea
132,1588,8,71.22,0.25,7.74,HepatitisA
107,2752,30,6.52,0.45,11.22,Typhoid
897,5641,12,10.11,0.15,3.58,Cholera
1186,1418,38,12.45,0.21,4.9,Dysentery
459,1426,8,10.86,0.48,14.42,Diarrhea
1078,6064,1,29.83,0.12,19.52,Cholera
54,153,7,7.69,0.26,1.83,Diarrhea
17,2469,9,15.87,0.37,5.04,HepatitisA
159,2555,25,99.83,0.39,18.11,HepatitisA
148,1131,1,26.75,0.15,7.47,HepatitisA
55,3380,21,9.46,0.7,26.26,Typhoid
1796,163,55,3.53,0.12,19.93,Dysentery
1647,9320,17,39.44,0.15,19.39,Cholera
468,564,13,12.97,0.17,3.45,Diarrhea
667,194,58,13.29,0.16,19.63,Dysentery
108,1191,20,4.73,0.65,10.13,Typhoid
72,1287,21,88.18,0.22,2.47,HepatitisA
141,3172,46,3.61,0.71,15.43,Typhoid
969,1765,5,38.83,0.13,17.81,Cholera
1756,8440,7,36.96,0.08,12.71,Cholera
196,4574,26,95.85,0.39,6.12,HepatitisA
15,1729,0,96.02,0.27,16.71,HepatitisA
73,570,22,6.77,0.25,19.77,Typhoid
1699,5336,5,24.82,0.06,14.82,Cholera
1498,1084,86,3.32,0.11,10.07,Dysentery
120,1610,6,7.31,0.19,10.18,Diarrhea
301,308,10,5.38,0.43,10.39,Diarrhea
27,2873,29,91.11,0.28,0.3,HepatitisA
15,1903,30,5.99,0.61,23.46,Typhoid
1644,6634,8,49.97,0.16,0.94,Cholera
1464,3489,16,27.77,0.16,15.65,Cholera
390,368,7,6.06,0.37,11.18,Diarrhea
78,1661,17,85.54,0.18,16.87,HepatitisA
92,2782,15,89.98,0.21,1.32,HepatitisA
144,2308,1,61.12,0.42,10.81,HepatitisA
146,2666,21,3.82,0.4,19.26,Typhoid
14,4359,29,9.24,0.51,16.17,Typhoid
221,573,13,14.13,0.31,7.0,Diarrhea
1512,1137,79,4.76,0.05,10.63,Dysentery
24,1477,21,8.02,0.79,10.14,Typhoid
1528,1216,25,3.12,0.18,6.43,Dysentery
1507,2965,3,15.24,0.03,1.44,Cholera
2,349,3,71.6,0.23,9.37,HepatitisA
568,1231,60,3.32,0.06,9.53,Dysentery
109,6632,5,41.88,0.12,9.18,Cholera
322,451,76,13.23,0.23,14.93,Dysentery
72,977,47,7.49,0.66,22.0,Typhoid
141,3150,33,8.61,0.37,22.43,Typhoid
913,6823,16,25.29,0.08,18.9,Cholera
9,4060,8,44.35,0.1,5.16,HepatitisA
1392,757,62,4.45,0.19,13.72,Dysentery
144,4251,25,34.23,0.26,19.17,HepatitisA
1328,351,70,3.98,0.04,13.08,Dysentery
302,840,5,15.88,0.17,10.01,Diarrhea
382,451,54,3.89,0.08,3.36,Dysentery
117,1092,2,5.88,0.25,2.94,Diarrhea
216,236,4,5.32,0.44,3.19,Diarrhea
328,4906,7,27.15,0.07,14.79,Cholera
149,3380,26,45.61,0.02,12.96,HepatitisA
1453,4744,7,35.16,0.09,0.1,Cholera
478,1980,3,5.67,0.23,10.36,Diarrhea
33,956,14,2.64,0.22,12.73,Typhoid
1871,6631,5,35.43,0.03,14.53,Cholera
1265,787,68,5.84,0.1,2.08,Dysentery
50,2026,37,9.0,0.38,22.22,Typhoid
167,3790,28,95.39,0.34,10.07,HepatitisA
1693,2700,5,20.99,0.15,1.45,Cholera
1352,9225,3,12.5,0.12,19.91,Cholera
441,1564,5,17.68,0.1,10.57,Diarrhea
57,4055,11,76.84,0.24,3.72,HepatitisA
90,2285,10,25.07,0.08,13.99,HepatitisA
87,725,14,17.9,0.26,2.54,Diarrhea
705,9059,18,18.67,0.15,7.64,Cholera
148,501,12,5.34,0.74,22.84,Typhoid
549,8629,9,31.62,0.17,2.56,Cholera
407,1420,55,3.41,0.28,12.83,Dysentery
117,4504,48,8.94,0.48,25.56,Typhoid
467,589,7,13.74,0.33,5.99,Diarrhea
148,1456,0,6.95,0.04,2.11,Diarrhea
394,1344,95,12.27,0.21,11.06,Dysentery
179,734,1,7.86,0.04,3.45,Diarrhea
194,2446,3,85.48,0.34,15.64,HepatitisA
452,7032,15,46.86,0.08,14.64,Cholera
100,3795,22,9.61,0.54,10.65,Typhoid
25,2557,6,16.87,0.1,18.26,HepatitisA
94,3734,33,6.07,0.49,14.15,Typhoid
1350,578,78,7.94,0.16,9.87,Dysentery
80,1039,2,18.8,0.09,1.34,Diarrhea
70,3531,40,8.45,0.53,16.44,Typhoid
115,2885,17,83.98,0.26,7.78,HepatitisA
141,576,25,27.38,0.48,15.94,HepatitisA
640,8424,11,24.41,0.11,6.9,Cholera
46,4845,14,8.78,0.5,27.33,Typhoid
124,3716,11,97.41,0.04,17.59,HepatitisA
159,4255,0,81.62,0.16,4.53,HepatitisA
195,2549,16,94.88,0.42,19.02,HepatitisA
919,373,99,14.24,0.15,13.39,Dysentery
35,1273,47,7.04,0.42,20.68,Typhoid
1225,7936,6,8.56,0.11,11.37,Cholera
56,4945,20,2.42,0.52,26.78,Typhoid
162,2021,14,78.53,0.44,1.64,HepatitisA
192,1032,16,39.67,0.16,1.63,HepatitisA
33,1813,3,19.92,0.37,10.14,HepatitisA
1573,3041,2,22.03,0.17,18.83,Cholera
1085,926,65,14.25,0.19,0.15,Dysentery
532,3535,11,24.2,0.06,19.87,Cholera
445,367,2,10.88,0.41,8.22,Diarrhea
675,1167,57,9.26,0.15,15.2,Dysentery
29,4177,8,31.04,0.27,19.56,HepatitisA
630,495,58,6.96,0.12,15.65,Dysentery
144,444,23,47.43,0.05,14.47,HepatitisA
926,4597,11,49.34,0.08,14.92,Cholera
1355,742,3,43.84,0.08,11.32,Cholera
146,2806,33,3.04,0.63,14.95,Typhoid
1170,4114,11,37.71,0.07,10.19,Cholera
1094,1626,19,27.12,0.08,17.95,Cholera
101,860,39,4.67,0.37,12.58,Typhoid
312,1952,6,4.17,0.34,4.05,Diarrhea
39,4089,49,5.59,0.37,24.58,Typhoid
305,1085,1,15.86,0.3,8.13,Diarrhea
196,4701,13,46.76,0.05,4.53,Cholera
130,404,46,6.56,0.33,16.67,Typhoid
1861,1595,46,4.85,0.24,1.54,Dysentery
43,4652,21,7.63,0.77,12.13,Typhoid
1593,7208,18,45.13,0.16,14.48,Cholera
121,3416,22,55.63,0.19,5.98,HepatitisA
378,575,2,11.39,0.25,9.57,Diarrhea
1780,1299,52,9.51,0.15,6.6,Dysentery
81,4672,42,7.04,0.56,10.54,Typhoid
179,2286,24,99.21,0.41,10.88,HepatitisA
97,479,5,7.82,0.44,6.59,Diarrhea
1434,1349,95,8.06,0.25,6.33,Dysentery
42,4934,25,7.4,0.24,17.15,Typhoid
1489,4144,17,15.54,0.01,1.16,Cholera
106,327,8,84.33,0.08,5.55,HepatitisA
49,3495,46,9.25,0.54,12.64,Typhoid
68,4427,16,5.5,0.63,29.5,Typhoid
237,576,9,11.19,0.41,13.79,Diarrhea
31,1269,21,39.15,0.45,1.9,HepatitisA
184,2225,11,22.18,0.26,0.33,HepatitisA
64,2990,21,41.05,0.34,12.42,HepatitisA
179,100,4,14.84,0.45,2.6,Diarrhea
110,1378,2,4.87,0.27,14.18,Diarrhea
1552,2891,18,31.28,0.02,8.15,Cholera
1903,1225,88,11.81,0.11,6.9,Dysentery
137,708,5,5.81,0.11,10.88,Diarrhea
638,7913,8,27.32,0.1,19.11,Cholera
14,1129,11,4.88,0.32,13.21,Typhoid
1075,669,63,9.92,0.16,15.05,Dysentery
64,682,11,50.33,0.32,11.61,HepatitisA
184,1528,21,31.43,0.03,4.39,HepatitisA
53,531,5,6.57,0.18,7.25,Diarrhea
130,3605,17,76.05,0.46,3.8,HepatitisA
1273,1373,69,6.78,0.17,3.3,Dysentery
137,1383,22,5.14,0.73,28.73,Typhoid
412,364,4,11.88,0.08,12.6,Diarrhea
73,3508,37,6.05,0.74,18.54,Typhoid
1794,1805,82,13.73,0.16,3.28,Dysentery
104,1258,48,1.8,0.41,23.34,Typhoid
171,3132,17,11.83,0.43,14.24,HepatitisA
1322,905,18,8.43,0.03,10.81,Cholera
111,3656,18,38.43,0.05,7.96,HepatitisA
492,418,11,11.77,0.09,4.5,Diarrhea
190,2645,28,99.35,0.11,6.32,HepatitisA
1324,1372,52,12.26,0.15,9.93,Dysentery
371,1369,31,7.32,0.18,18.5,Dysentery
188,3508,27,69.52,0.0,16.0,HepatitisA
62,1777,12,6.5,0.44,3.98,Diarrhea
1185,401,79,9.89,0.03,11.16,Dysentery
1330,1547,93,11.0,0.23,3.79,Dysentery
63,3687,2,82.44,0.16,10.94,HepatitisA
1294,1507,97,12.43,0.25,11.39,Dysentery
315,1140,14,3.84,0.1,1.59,Diarrhea
89,2090,32,6.97,0.68,10.84,Typhoid
97,2279,12,1.87,0.2,21.13,Typhoid
689,651,41,8.71,0.22,5.24,Dysentery
242,1690,5,17.69,0.22,4.21,Diarrhea
17,4182,5,29.81,0.49,15.65,HepatitisA
324,567,78,4.46,0.19,0.5,Dysentery
1579,1726,37,9.68,0.02,9.49,Dysentery
1671,1384,67,8.17,0.14,19.48,Dysentery
43,3042,9,63.16,0.04,9.2,HepatitisA
137,1664,27,1.33,0.41,23.34,Typhoid
13,1684,24,5.51,0.64,20.36,Typhoid
177,8205,1,33.63,0.14,11.51,Cholera
380,379,7,3.88,0.19,11.08,Diarrhea
252,906,8,10.34,0.24,7.96,Diarrhea
988,1113,62,4.8,0.12,9.26,Dysentery
1027,360,65,14.01,0.18,14.02,Dysentery
29,3927,14,83.25,0.48,16.87,HepatitisA
1112,510,77,2.25,0.17,2.86,Dysentery
1773,1834,13,41.93,0.18,11.61,Cholera
87,1517,19,28.93,0.04,16.59,HepatitisA
73,2409,48,6.78,0.71,13.44,Typhoid
1435,1082,35,9.63,0.11,14.31,Dysentery
1262,8136,9,9.97,0.09,2.97,Cholera
16,4311,28,6.93,0.21,22.43,Typhoid
152,2702,12,27.99,0.28,2.83,HepatitisA
1136,1913,44,13.33,0.1,15.2,Dysentery
358,960,0,8.99,0.01,9.15,Diarrhea
963,1600,84,14.86,0.22,13.35,Dysentery
225,1720,10,9.18,0.48,13.24,Diarrhea
88,2539,34,7.03,0.65,25.04,Typhoid
311,368,0,18.33,0.48,0.14,Diarrhea
412,1535,11,8.04,0.13,4.03,Diarrhea
868,1752,59,10.5,0.01,19.94,Dysentery
797,4819,2,40.13,0.11,9.22,Cholera
1068,196,46,9.5,0.19,4.49,Dysentery
1053,6574,16,10.57,0.08,3.7,Cholera
1913,383,96,4.67,0.14,9.23,Dysentery
207,1092,72,13.15,0.0,7.77,Dysentery
455,1191,12,18.95,0.22,1.66,Diarrhea
934,1037,58,13.24,0.08,3.25,Dysentery
204,894,9,8.93,0.07,9.44,Diarrhea
30,3683,45,1.85,0.63,19.52,Typhoid
54,1859,21,41.86,0.13,5.34,HepatitisA
110,1886,48,6.63,0.27,15.84,Typhoid
4,2375,4,73.64,0.17,5.1,HepatitisA
362,1072,4,6.23,0.32,11.52,Diarrhea
393,1505,0,4.91,0.27,6.93,Diarrhea
70,430,3,6.21,0.28,10.79,Diarrhea
1470,8647,17,41.72,0.05,0.75,Cholera
97,2623,40,2.92,0.43,21.86,Typhoid
180,1821,66,11.6,0.24,17.29,Dysentery
179,1019,8,12.63,0.15,11.79,Diarrhea
118,1446,7,16.65,0.4,13.14,Diarrhea
25,3796,13,6.12,0.23,20.25,Typhoid
1199,1285,50,6.22,0.09,13.39,Dysentery
1668,6674,13,43.87,0.12,3.97,Cholera
920,8395,9,39.85,0.14,2.14,Cholera
108,4778,10,40.1,0.02,3.36,Cholera
55,4895,35,5.46,0.75,11.45,Typhoid
227,1461,6,5.13,0.07,0.93,Diarrhea
0,549,16,81.61,0.32,8.58,HepatitisA
57,3865,45,3.75,0.6,29.45,Typhoid
35,4330,13,95.75,0.29,17.96,HepatitisA
767,5921,9,24.28,0.13,6.55,Cholera
1646,1359,95,6.71,0.07,0.54,Dysentery
112,630,2,11.73,0.26,2.5,Diarrhea
347,905,11,7.99,0.12,9.32,Diarrhea
1761,8923,15,44.83,0.09,14.91,Cholera
1663,564,0,22.73,0.03,19.58,Cholera
1394,2728,12,20.06,0.14,6.1,Cholera
92,3917,20,7.93,0.25,14.67,Typhoid
84,4299,24,70.79,0.21,3.61,HepatitisA
258,410,9,8.72,0.44,14.88,Diarrhea
108,3822,1,69.27,0.3,15.54,HepatitisA
57,519,17,36.35,0.18,18.53,HepatitisA
129,2397,37,4.24,0.62,29.64,Typhoid
265,1072,10,7.71,0.26,1.21,Diarrhea
416,1517,12,4.84,0.02,11.25,Diarrhea
110,3748,13,46.53,0.12,12.9,HepatitisA
1740,4260,11,9.48,0.06,7.83,Cholera
492,1429,1,11.24,0.18,2.49,Diarrhea
87,557,42,5.59,0.3,24.8,Typhoid
21,3154,1,44.3,0.29,11.11,HepatitisA
83,1702,5,16.95,0.14,5.1,HepatitisA
1317,1398,51,13.25,0.11,14.23,Dysentery
1562,1885,9,31.22,0.06,0.71,Cholera
1062,1445,16,39.49,0.01,8.75,Cholera
89,4759,16,2.24,0.74,25.35,Typhoid
61,3419,41,8.84,0.22,15.0,Typhoid
498,453,38,5.82,0.24,17.24,Dysentery
147,3762,25,65.05,0.2,18.15,HepatitisA
84,3826,31,5.24,0.54,23.64,Typhoid
352,1566,1,7.99,0.07,12.89,Diarrhea
78,3793,39,4.45,0.46,18.61,Typhoid
1344,1511,54,10.62,0.17,13.32,Dysentery
984,1294,38,8.45,0.18,16.57,Dysentery
491,869,76,5.01,0.19,4.01,Dysentery
1804,1529,26,4.49,0.15,16.69,Dysentery
1658,1664,24,12.94,0.06,13.65,Dysentery
80,3837,0,78.82,0.41,13.58,HepatitisA
113,4443,1,15.83,0.43,11.45,HepatitisA
106,1679,8,6.25,0.09,0.92,Diarrhea
65,4895,19,9.87,0.55,10.3,Typhoid
11,3335,37,2.49,0.66,10.61,Typhoid
33,4532,29,4.58,0.56,27.75,Typhoid
109,981,27,33.74,0.33,16.22,HepatitisA
459,605,7,5.87,0.41,14.52,Diarrhea
821,856,55,11.21,0.26,19.76,Dysentery
143,1154,14,34.04,0.24,6.23,HepatitisA
1865,7376,11,15.27,0.04,15.55,Cholera
1881,8667,11,32.5,0.19,9.72,Cholera
761,1007,49,3.31,0.01,5.81,Dysentery
99,158,3,11.06,0.28,10.66,Diarrhea
82,1406,4,17.0,0.09,13.57,Diarrhea
234,621,98,12.9,0.23,4.91,Dysentery
1902,8434,8,44.4,0.06,6.65,Cholera
1259,1801,68,12.17,0.22,13.99,Dysentery
1876,322,66,2.73,0.17,0.94,Dysentery
324,1191,14,17.39,0.36,2.03,Diarrhea
184,5080,14,18.73,0.17,12.28,Cholera
66,3143,5,29.98,0.46,10.6,HepatitisA
183,1994,12,71.53,0.3,16.68,HepatitisA
90,1635,37,9.34,0.66,17.81,Typhoid
229,689,14,10.42,0.39,2.37,Diarrhea
307,606,14,15.93,0.48,1.83,Diarrhea
60,755,7,7.09,0.32,12.03,Diarrhea
1029,184,27,11.66,0.07,18.51,Dysentery
554,7066,17,18.1,0.18,1.77,Cholera
68,3614,19,3.41,0.45,21.58,Typhoid
105,1579,32,5.79,0.22,20.04,Typhoid
612,8481,13,42.51,0.1,4.23,Cholera
122,3974,2,37.63,0.07,15.31,HepatitisA
152,8074,12,33.26,0.08,2.25,Cholera
15,620,29,5.25,0.72,14.41,Typhoid
1612,509,58,5.67,0.25,5.15,Dysentery
40,2183,33,7.21,0.61,12.77,Typhoid
8,2864,19,16.22,0.07,16.08,HepatitisA
12,871,20,39.47,0.17,10.47,HepatitisA
441,1847,6,5.9,0.04,12.67,Diarrhea
9,700,7,25.22,0.36,6.93,HepatitisA
282,722,45,8.17,0.02,14.47,Dysentery
219,228,13,9.44,0.27,2.7,Diarrhea
1157,314,36,14.75,0.01,1.72,Dysentery
44,3713,13,95.25,0.29,6.49,HepatitisA
137,4458,29,57.99,0.05,18.32,HepatitisA
116,1569,47,5.09,0.03,4.89,Dysentery
252,761,73,6.63,0.15,11.82,Dysentery
14,3409,34,7.39,0.38,17.99,Typhoid
116,1297,26,5.06,0.41,27.68,Typhoid
592,6789,19,8.5,0.1,2.2,Cholera
99,3514,40,7.93,0.5,14.07,Typhoid
1188,561,93,6.35,0.09,3.77,Dysentery
1604,492,50,2.72,0.24,16.79,Dysentery
64,4122,19,4.73,0.59,15.96,Typhoid
1517,2790,5,33.72,0.09,7.54,Cholera
734,5335,15,17.96,0.07,14.51,Cholera
1113,2519,16,31.65,0.04,5.93,Cholera
55,1862,9,93.34,0.08,3.79,HepatitisA
223,725,10,7.92,0.46,2.43,Diarrhea
318,2052,17,25.42,0.03,10.05,Cholera
165,1518,0,5.6,0.23,12.18,Diarrhea
72,3200,23,9.32,0.56,21.16,Typhoid
406,1596,7,9.54,0.23,9.14,Diarrhea
277,530,5,17.36,0.42,14.78,Diarrhea
14,3953,41,5.22,0.68,15.13,Typhoid
1547,583,73,12.14,0.06,3.31,Dysentery
55,1896,44,5.56,0.39,22.84,Typhoid
1478,5575,6,32.72,0.1,13.97,Cholera
59,416,4,19.84,0.47,7.09,Diarrhea
513,264,99,2.65,0.22,16.73,Dysentery
148,4095,44,3.73,0.46,28.07,Typhoid
96,1305,33,7.16,0.41,11.33,Typhoid
75,239,14,14.55,0.28,1.24,Diarrhea
722,1833,20,9.84,0.05,6.22,Dysentery
171,695,12,18.52,0.36,6.34,Diarrhea
896,1642,20,11.68,0.1,6.57,Dysentery
139,2812,39,9.57,0.7,15.29,Typhoid
106,858,11,1.43,0.45,22.67,Typhoid
301,937,2,12.88,0.27,6.71,Diarrhea
1459,1405,43,12.98,0.2,8.62,Dysentery
90,1161,10,18.57,0.46,5.53,Diarrhea
143,4803,25,8.98,0.69,27.34,Typhoid
495,1344,0,3.18,0.11,4.09,Diarrhea
99,1107,11,19.06,0.28,13.95,Diarrhea
1147,4204,13,42.6,0.12,10.95,Cholera
189,343,6,7.57,0.07,12.94,Diarrhea
113,2892,19,9.32,0.52,18.95,Typhoid
8,2098,4,93.33,0.28,0.21,HepatitisA
1127,8473,0,8.98,0.02,19.49,Cholera
133,2151,28,42.9,0.08,17.29,HepatitisA
349,1972,14,5.08,0.04,13.9,Diarrhea
594,2583,0,5.95,0.02,18.22,Cholera
13,2713,4,89.02,0.02,11.89,HepatitisA
1957,9522,5,12.55,0.05,6.96,Cholera
42,950,15,8.1,0.62,19.43,Typhoid
152,1647,2,6.27,0.01,10.24,Diarrhea
92,545,4,3.07,0.12,9.6,Diarrhea
6,1283,17,77.75,0.26,0.57,HepatitisA
103,2531,39,1.47,0.23,19.51,Typhoid
308,1959,8,7.98,0.42,2.68,Diarrhea
1159,1355,56,2.74,0.01,17.72,Dysentery
38,2216,27,3.28,0.52,23.13,Typhoid
1295,6009,3,44.78,0.1,9.6,Cholera
1770,1317,48,10.29,0.15,4.64,Dysentery
179,930,1,6.62,0.15,8.79,Diarrhea
1031,1052,21,6.44,0.26,12.08,Dysentery
225,677,70,10.31,0.05,9.41,Dysentery
1387,1803,21,14.52,0.25,19.82,Dysentery
903,5114,1,48.7,0.14,6.44,Cholera
10,3383,17,5.91,0.36,19.7,Typhoid
39,3718,35,6.45,0.48,25.94,Typhoid
135,1142,23,5.02,0.65,26.02,Typhoid
31,1238,3,16.25,0.45,0.08,HepatitisA
5,1382,4,12.94,0.15,5.52,HepatitisA
1422,649,67,13.29,0.01,12.14,Dysentery
132,682,22,4.91,0.38,12.84,Typhoid
105,1945,34,6.81,0.61,10.89,Typhoid
479,9490,1,15.33,0.13,8.08,Cholera
496,661,2,12.49,0.29,14.76,Diarrhea
125,3547,1,57.53,0.31,9.93,HepatitisA
91,4767,20,60.2,0.22,7.19,HepatitisA
696,398,62,10.17,0.26,16.29,Dysentery
652,1059,44,12.81,0.05,10.71,Dysentery
97,2478,20,9.86,0.33,26.34,Typhoid
333,747,47,13.75,0.06,14.61,Dysentery
181,106,4,4.44,0.13,10.35,Diarrhea
348,310,4,16.09,0.07,11.31,Diarrhea
93,2222,25,51.02,0.36,4.4,HepatitisA
1639,9234,15,45.8,0.09,19.83,Cholera
261,4407,5,18.89,0.03,9.95,Cholera
1958,1843,60,3.13,0.27,4.29,Dysentery
1780,1975,88,4.39,0.1,0.89,Dysentery
109,1605,33,5.77,0.33,13.1,Typhoid
1129,1616,73,14.88,0.17,17.66,Dysentery
1273,1957,87,5.14,0.16,9.1,Dysentery
446,1678,6,18.41,0.34,5.13,Diarrhea
232,1934,37,12.65,0.26,1.23,Dysentery
1442,3232,19,20.02,0.11,19.29,Cholera
147,3650,25,16.3,0.26,10.87,HepatitisA
166,673,23,11.21,0.31,6.59,HepatitisA
78,538,7,15.48,0.27,5.48,Diarrhea
249,6223,5,45.39,0.14,4.17,Cholera
35,522,28,83.56,0.26,6.08,HepatitisA
56,1500,5,16.6,0.4,8.53,Diarrhea
148,4060,25,6.45,0.5,18.02,Typhoid
702,5798,8,12.8,0.04,6.43,Cholera
53,122,11,15.69,0.26,9.95,Diarrhea
380,1433,4,6.06,0.16,4.2,Diarrhea
99,589,27,9.12,0.23,26.73,Typhoid
63,2166,6,11.36,0.18,3.67,HepatitisA
569,653,54,8.74,0.2,5.26,Dysentery
62,4691,49,9.65,0.33,23.36,Typhoid
63,3530,16,5.75,0.73,29.18,Typhoid
75,2416,23,7.87,0.24,18.14,Typhoid
432,8929,17,39.53,0.08,18.74,Cholera
379,630,45,12.66,0.19,0.97,Dysentery
1483,1636,97,13.42,0.09,16.08,Dysentery
1898,1041,64,11.15,0.08,8.44,Dysentery
63,2180,16,17.89,0.06,18.36,HepatitisA
92,683,22,59.39,0.48,7.55,HepatitisA
75,3664,37,6.17,0.46,16.97,Typhoid
30,561,19,79.25,0.13,15.8,HepatitisA
408,1402,8,15.7,0.12,14.31,Diarrhea
285,691,1,19.27,0.46,0.3,Diarrhea
1189,3220,9,36.81,0.1,2.39,Cholera
421,220,12,16.41,0.07,4.37,Diarrhea
10,3040,2,10.13,0.05,0.2,HepatitisA
1213,511,67,9.96,0.03,11.92,Dysentery
330,1639,10,9.59,0.29,0.68,Diarrhea
1515,8379,13,23.08,0.18,17.65,Cholera
17,2500,26,38.38,0.27,9.06,HepatitisA
81,4217,32,3.73,0.54,26.82,Typhoid
968,486,72,3.82,0.11,16.65,Dysentery
76,2604,40,4.66,0.76,11.62,Typhoid
899,1623,96,10.25,0.18,12.16,Dysentery
144,884,26,52.41,0.02,10.78,HepatitisA
95,1326,24,5.28,0.39,14.0,Typhoid
148,2369,20,7.6,0.31,27.86,Typhoid
166,2730,16,42.25,0.05,1.6,HepatitisA
841,5388,8,7.38,0.11,12.08,Cholera
1915,9425,7,27.74,0.1,0.02,Cholera
149,376,5,22.54,0.03,0.07,HepatitisA
1405,5823,18,7.59,0.06,16.21,Cholera
144,4630,11,25.67,0.11,9.83,Cholera
123,537,10,20.0,0.15,10.12,Diarrhea
196,1812,7,19.08,0.24,14.93,Diarrhea
1706,945,22,13.37,0.05,0.4,Dysentery
85,1078,12,9.97,0.28,17.12,Typhoid
16,1884,21,67.09,0.05,4.76,HepatitisA
47,1146,5,20.79,0.36,10.25,HepatitisA
183,638,44,5.17,0.24,4.23,Dysentery
20,3541,20,50.06,0.28,18.66,HepatitisA
470,8773,10,46.13,0.09,13.32,Cholera
103,1106,10,12.7,0.05,6.93,Diarrhea
1424,9239,13,38.37,0.13,7.05,Cholera
304,965,4,12.48,0.13,8.38,Diarrhea
1331,523,78,6.13,0.11,13.02,Dysentery
1917,741,44,8.1,0.07,19.42,Dysentery
1415,1128,5,45.74,0.06,5.54,Cholera
299,1757,11,14.04,0.46,12.75,Diarrhea
103,3547,24,53.43,0.14,11.73,HepatitisA
1157,7805,4,6.31,0.18,16.58,Cholera
26,2389,42,8.13,0.47,21.15,Typhoid
173,498,28,54.64,0.24,15.4,HepatitisA
357,7650,16,19.31,0.04,10.39,Cholera
212,1436,12,13.82,0.39,6.59,Diarrhea
630,744,48,5.51,0.15,9.06,Dysentery
105,1741,9,16.73,0.06,14.32,Diarrhea
1490,8600,11,15.72,0.1,10.43,Cholera
64,637,26,83.62,0.33,9.23,HepatitisA
65,2557,26,4.66,0.76,24.43,Typhoid
324,1899,5,14.89,0.33,11.39,Diarrhea
31,2923,6,15.57,0.3,9.6,HepatitisA
412,415,13,19.71,0.47,10.76,Diarrhea
437,119,3,3.79,0.07,6.24,Diarrhea
23,2901,13,5.48,0.61,24.1,Typhoid
143,4880,39,8.77,0.72,18.5,Typhoid
70,927,9,75.69,0.44,14.49,HepatitisA
489,1227,52,8.81,0.16,16.43,Dysentery
288,5912,14,43.89,0.01,5.37,Cholera
71,1154,4,65.4,0.01,4.25,HepatitisA
1126,3825,0,17.45,0.0,8.65,Cholera
622,1823,90,9.15,0.09,0.28,Dysentery
116,1618,14,15.36,0.47,7.4,Diarrhea
1991,1230,58,7.5,0.04,7.47,Dysentery
1182,7356,6,6.52,0.15,1.14,Cholera
60,1841,27,2.07,0.27,15.64,Typhoid
1190,584,81,10.77,0.1,4.54,Dysentery
1541,6258,15,45.18,0.01,12.85,Cholera
77,235,31,8.87,0.62,21.25,Typhoid
152,3283,12,61.92,0.44,2.05,HepatitisA
274,3991,11,39.05,0.05,12.08,Cholera
1500,1272,88,9.12,0.21,3.62,Dysentery
1792,1712,66,12.87,0.21,18.15,Dysentery
331,1458,14,4.52,0.43,8.68,Diarrhea
1460,1418,88,4.02,0.13,11.78,Dysentery
434,1414,13,18.16,0.37,1.5,Diarrhea
316,108,39,7.93,0.06,6.42,Dysentery
507,1821,55,12.1,0.05,18.75,Dysentery
113,482,36,9.68,0.71,16.2,Typhoid
13,932,21,78.7,0.12,0.99,HepatitisA
101,258,10,6.37,0.38,12.68,Diarrhea
977,3160,19,24.07,0.08,19.66,Cholera
93,1620,43,7.28,0.76,26.23,Typhoid
1600,3636,11,31.79,0.06,15.39,Cholera
74,1819,32,1.6,0.24,20.58,Typhoid
798,1931,52,9.97,0.12,0.96,Dysentery
219,1081,1,17.05,0.25,11.71,Diarrhea
33,3491,23,24.68,0.48,19.4,HepatitisA
1354,1684,70,13.43,0.18,18.52,Dysentery
817,6784,3,34.77,0.09,7.79,Cholera
981,1695,70,6.97,0.15,14.67,Dysentery
353,1116,1,17.57,0.36,13.77,Diarrhea
1831,1799,28,2.5,0.11,15.4,Dysentery
96,2126,23,73.38,0.29,15.44,HepatitisA
1452,443,98,14.69,0.2,11.01,Dysentery
120,1296,0,15.75,0.37,2.54,Diarrhea
1580,2185,19,49.92,0.08,8.91,Cholera
117,680,2,4.41,0.39,13.7,Diarrhea
217,1693,8,18.67,0.09,7.55,Diarrhea
323,3309,10,33.4,0.14,8.36,Cholera
127,4133,20,34.86,0.18,12.29,HepatitisA
495,422,9,10.45,0.29,10.66,Diarrhea
1422,1332,40,7.87,0.08,16.49,Dysentery
1923,993,65,12.79,0.11,0.66,Dysentery
130,2628,3,37.44,0.29,18.51,HepatitisA
39,4965,23,68.44,0.43,16.32,HepatitisA
89,1860,6,13.53,0.14,4.56,Diarrhea
1854,7494,11,18.94,0.15,18.99,Cholera
126,672,26,33.66,0.21,8.65,HepatitisA
169,961,7,85.24,0.04,8.57,HepatitisA
30,1094,39,1.85,0.24,10.29,Typhoid
186,1274,5,18.12,0.15,7.49,Diarrhea
1945,1942,32,14.04,0.19,11.91,Dysentery
111,3614,42,6.16,0.6,20.36,Typhoid
1119,8019,10,21.64,0.17,8.11,Cholera
684,3781,10,27.22,0.0,11.11,Cholera
